time,x0y0,x1y0,x2y0,x3y0,x4y0,x5y0,x0y1,x1y1,x2y1,x3y1,x4y1,x5y1,x0y2,x1y2,x2y2,x3y2,x4y2,x5y2,x0y3,x1y3,x2y3,x3y3,x4y3,x5y3
0.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
0.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
0.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
0.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
0.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
0.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0
0.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
0.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
0.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
0.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
0.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
0.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
0.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0
0.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0
0.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0
0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
0.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0
0.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0
1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0
1.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
1.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0
1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0
1.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0
1.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0
1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
1.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
1.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,40,0,0
1.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0
1.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0
1.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,120,0,0
1.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,176,0,0
1.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,176,0,0
1.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,176,0,0
1.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,184,0,0
1.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,203,0,0
1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,203,0,0
1.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,205,0,0
1.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,208,0,0
1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,208,0,0
1.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,187,0,0
1.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,163,0,0
1.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,163,0,0
1.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,163,0,0
1.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,145,0,0
1.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,138,0,0
1.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,134,0,0
1.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,85,0,0
1.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,46,0,0
1.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,46,0,0
1.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,28,0,0
1.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
1.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
1.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.682,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
1.716,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
1.733,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
1.749,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
1.767,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
1.783,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
1.799,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
1.816,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
1.832,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1.934,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1.95,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,25,0,0,0,0,0,0,0,0
1.965,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,33,0,0,0,0,0,0,0,0
1.983,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,41,0,0,0,0,0,0,0,0
1.999,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,58,0,0,0,0,0,0,0,0
2.015,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,67,0,0,0,0,0,0,0,0
2.032,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,75,0,0,0,0,0,0,0,0
2.049,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,90,0,0,0,0,0,0,0,0
2.066,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,92,0,0,0,0,0,0,0,0
2.082,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,95,0,0,0,0,0,0,0,0
2.099,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,109,0,0,0,0,0,0,0,0
2.117,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,113,0,0,0,0,0,0,0,0
2.132,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,118,0,0,0,0,0,0,0,0
2.149,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,121,0,0,0,0,0,0,0,0
2.167,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,124,0,0,0,0,0,0,0,0
2.182,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,128,0,0,0,0,0,0,0,0
2.2,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,129,0,0,0,0,0,0,0,0
2.215,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,127,0,0,0,0,0,0,0,0
2.233,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,124,0,0,0,0,0,0,0,0
2.25,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,110,0,0,5,0,0,0,0,0
2.266,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,103,0,0,17,0,0,0,0,0
2.282,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,96,0,0,17,0,0,0,0,0
2.299,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,62,0,0,17,0,0,0,0,0
2.315,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,51,0,0,154,0,0,0,0,0
2.334,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,40,0,0,170,0,0,0,0,0
2.351,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,30,0,0,170,0,0,0,0,0
2.366,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,11,0,0,199,0,0,0,0,0
2.383,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,4,0,0,246,0,0,0,0,0
2.399,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,246,0,0,0,0,0
2.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0
2.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0
2.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0
2.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0
2.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0
2.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0
2.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0
2.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0
2.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0
2.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0
2.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0
2.599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0
2.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0
2.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0
2.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0
2.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0
2.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0
2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0
2.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0
2.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0
2.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0
2.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0
2.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,16,0,0,0,0
2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0
2.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0
2.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0
2.851,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,106,0,0,0,0
2.867,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,134,0,0,0,0
2.885,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,134,0,0,0,0
2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,145,0,0,0,0
2.917,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,162,0,0,0,0
2.933,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,162,0,0,0,0
2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0
2.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0
2.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0
3.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0
3.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0
3.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0
3.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0
3.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0
3.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0
3.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
3.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
3.134,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0
3.151,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.168,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.183,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.201,0,0,0,0,0,0,35,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
3.216,0,0,0,0,0,0,43,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
3.233,0,0,0,0,0,0,52,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
3.25,0,0,0,0,0,0,79,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
3.266,0,0,0,0,0,0,90,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
3.283,0,0,0,0,0,0,102,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
3.3,0,0,0,0,0,0,113,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
3.317,0,0,0,0,0,0,125,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0
3.333,0,0,0,0,0,0,131,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0
3.35,0,0,0,0,0,0,153,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0
3.367,0,0,0,0,0,0,163,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0
3.384,0,0,0,0,0,0,168,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0
3.401,0,0,0,0,0,0,172,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0
3.417,0,0,0,0,0,0,166,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
3.433,0,0,0,0,0,0,161,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0
3.451,0,0,0,0,0,0,156,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0
3.467,0,0,0,0,0,0,138,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
3.485,0,0,0,0,0,0,130,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
3.501,0,0,0,0,0,0,127,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
3.516,0,0,0,0,0,0,124,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
3.535,0,0,0,0,0,0,70,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
3.549,0,0,0,0,0,0,56,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3.568,0,0,0,0,0,0,46,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.584,0,0,0,0,0,0,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6,0,0,0,0,0,0,2,34,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
3.616,0,0,0,0,0,0,0,43,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
3.633,0,0,0,0,0,0,0,52,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
3.651,0,0,0,0,0,0,0,59,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
3.667,0,0,0,0,0,0,0,67,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0
3.684,0,0,0,0,0,0,0,74,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
3.701,0,0,0,0,0,0,0,93,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0
3.716,0,0,0,0,0,0,0,100,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0
3.733,0,0,0,0,0,0,0,104,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0
3.75,0,0,0,0,0,0,0,108,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0
3.767,0,0,0,0,0,0,0,111,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
3.783,0,0,0,0,0,0,0,111,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0
3.8,0,0,0,0,0,0,0,112,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0
3.816,0,0,0,0,0,0,0,109,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
3.834,0,0,0,0,0,0,0,106,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
3.849,0,0,0,0,0,0,0,103,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
3.866,0,0,0,0,0,0,33,82,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
3.884,0,0,0,0,0,0,50,72,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
3.899,0,0,0,0,0,0,67,65,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
3.916,0,0,0,0,0,0,84,58,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
3.933,0,0,0,0,0,0,138,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.951,0,0,0,0,0,0,165,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.966,0,0,0,0,0,0,192,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.983,0,0,0,0,0,0,231,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.001,0,0,0,0,0,0,242,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.016,0,0,0,0,0,0,253,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.033,0,0,0,0,0,0,265,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.05,0,0,0,0,0,0,272,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.067,0,0,0,0,0,0,271,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
4.084,0,0,0,0,0,0,269,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
4.101,0,0,0,0,0,0,246,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.117,0,0,0,0,0,0,240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.133,0,0,0,0,0,0,237,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.15,0,0,0,0,0,0,233,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
4.166,0,0,0,0,0,0,229,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
4.183,0,0,0,0,0,0,226,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
4.199,0,0,0,0,0,0,224,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
4.216,0,0,0,0,0,0,142,3,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0
4.232,0,0,0,0,0,0,120,5,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0
4.249,0,0,0,0,0,0,98,6,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0
4.268,0,0,0,0,0,0,32,21,0,0,0,0,2,27,0,0,0,0,0,0,0,0,0,0
4.284,0,0,0,0,0,0,10,26,0,0,0,0,1,59,0,0,0,0,0,0,0,0,0,0
4.299,0,0,0,0,0,0,0,31,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0
4.317,0,0,0,0,0,0,0,36,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0
4.337,0,0,0,0,0,0,0,39,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0
4.35,0,0,0,0,0,0,0,43,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0
4.368,0,0,0,0,0,0,0,76,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0
4.384,0,0,0,0,0,0,0,89,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0
4.401,0,0,0,0,0,0,0,102,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0
